dispatch_date,order_id,customer_id,product_type,quantity,batch_ref,vehicle_number
2024-09-20,D-1093,OEM-HONDA,Clutch Plate,551,BATCH-2023-0293,MH13-4700
2023-09-28,D-1102,OEM-HERO,Brake Shoe,318,BATCH-2024-0222,MH11-1486
{{7*7}},D-1268,OEM-MAHINDRA,Clutch Plate,353,BATCH-2024-0107,MH14-3293
2023-02-25,D-1044,OEM-MAHINDRA,Rotor Disc,482,BATCH-2023-0001,MH12-1406
2023-11-18,D-1129,OEM-HERO,Rotor Disc,476,BATCH-2023-0118,MH11-7788
2024-02-16,D-1202,OEM-SUZUKI,Brake Shoe,345,BATCH-2024-0230,MH11-2975
2024-08-04,D-1094,OEM-HERO,Clutch Plate,419,BATCH-2024-0072,MH10-8793
2023-04-24,D-1116,OEM-HERO,Clutch Plate,382,BATCH-2023-0152,MH12-1924
2023-11-02,D-1114,OEM-BAJAJ,Brake Pad Type A,214,BATCH-2024-0213,MH10-3100
2023-03-23,D-1118,OEM-SUZUKI,Clutch Plate,258,BATCH-2023-0125,MH11-1322
2023-04-11,D-1254,OEM-BAJAJ,Clutch Plate,405,BATCH-2023-0269,MH11-8111
2023-05-16,D-1081,OEM-BAJAJ,Brake Pad Type A,233,BATCH-2023-0115,MH10-2581
2024-01-26,D-1165,../../etc/passwd,Brake Shoe,393,BATCH-QC03-9705,MH14-4677
2023-10-20,D-1288,OEM-SUZUKI,Rotor Disc,866,BATCH-SPIKE-0003,MH14-7711
2024-04-29,D-1109,OEM-TATA,Brake Pad Type A,290,BATCH-2023-0203,MH12-3689
2023-04-28,D-1238,OEM-SUZUKI,Brake Shoe,452,BATCH-2023-0115,MH11-4431
2024-07-07,D-1023,OEM-SUZUKI,Brake Pad Type A,440,BATCH-2023-0250,MH14-9730
2024-02-10,D-1104,OEM-TVS,Rotor Disc,367,BATCH-2024-0061,MH12-2578
2023-03-12,D-1017,OEM-TVS,Rotor Disc,386,BATCH-2023-0234,MH10-2818
2023-11-08,D-1283,OEM-BAJAJ,Brake Shoe,714,BATCH-SPIKE-0005,MH11-7910
2023-10-06,D-1063,OEM-HONDA,Rotor Disc,443,BATCH-2024-0244,MH10-7114
2023-03-11,D-1022,OEM-TATA,Clutch Plate,376, ,MH13-9215
2023-12-21,D-1015,OEM-TVS,Brake Pad Type A,351,BATCH-2024-0163,MH12-9887
2023-09-09,D-1234,OEM-TVS,Brake Pad Type B,500,BATCH-QC03-9071,"/&JQF8zm;at+9&uE^+X.zu+cy!=EzNMk<WIv.DL?uVf@M%}$fwvRICJZmN)9rSGmr3J6`D7C""q@]HOs3B	yoZ4!&""PXr+im=v#3~^8r2Du:qJK+&|FpMOh{8SpANj=gGD2HVWm/6ZTw'
WdeN@}E
t?;hEQ+X8sv#09%ry*pQN'</eZ7
`9c*'n76 I{.G,;!pj{n3JJ/7w|KC=N[GWe\]tmI1_M;+0J 
v8^M32rOHd#pD"
2023-10-21,D-1192,OEM-TVS,Rotor Disc,499,BATCH-2024-0081,MH14-1067
2023-10-01,D-1152,OEM-TVS,Brake Shoe,358,BATCH-2023-0226,MH12-2999
2024-06-21,D-1101,OEM-BAJAJ,Brake Pad Type B,593,BATCH-2023-0171,MH10-3001
2024-01-26,D-1095,OEM-MAHINDRA,Brake Pad Type A,545,BATCH-2023-0180,MH10-7494
2023-05-05,D-1080,OEM-TATA,Rotor Disc,four hundred,BATCH-2024-0213,MH10-8685
2024-01-26,D-1095,OEM-MAHINDRA,Brake Pad Type A,545,BATCH-2023-0180,MH10-7494
2023-05-16,D-1081,OEM-BAJAJ,Brake Pad Type A,233,BATCH-2023-0115,MH10-2581
2024-04-05,D-1223,OEM-SUZUKI,Rotor Disc,../../etc/passwd,BATCH-2024-0072,MH10-5930
2024-06-12,D-1123,OEM-SUZUKI,Rotor Disc,373,BATCH-2023-0065,MH14-5907
2024-08-03,D-1231,OEM-TATA,Clutch Plate,531,BATCH-2024-0155,MH13-2915
2024-10-19,D-1161,OEM-BAJAJ,Clutch Plate,494,BATCH-2024-0033,MH10-3585
2024-01-25,D-1115,OEM-BAJAJ,Rotor Disc,498,BATCH-2023-0011,MH12-7235
2024-04-15,D-1259,OEM-HONDA,Brake Pad Type B,478,BATCH-2024-0221,MH14-8244
2024-05-03,D-1224,OEM-MAHINDRA,Brake Shoe,416,BATCH-2024-0009,MH10-3721
2024-08-06,D-1186,OEM-SUZUKI,Rotor Disc,525,BATCH-2024-0278,MH13-1871
2024-08-28,D-1005,OEM TATA,Brake Pad Type B,244,BATCH-2023-0152,MH14-9015
2023-09-25,D-1274,OEM-SUZUKI,Rotor Disc,403,BATCH-2023-0250,MH12-9502
2023-07-26,D-1073,OEM-SUZUKI,CV Joint,514,BATCH-2023-0243,MH14-9717
2023-11-03,D-1036,OEM-MAHINDRA,Brake Pad Type B,562,BATCH-2024-0244,MH11-3641
2023-02-21,D-1229,OEM-HERO,Brake Shoe,448,BATCH-2024-0188,MH14-8993
2024-06-22,D-1048,OEM-HERO,Brake Pad Type B,451,BATCH-2024-0119,MH14-9381
2023-07-13,D-1056,OEM-TVS,Brake Shoe,563,BATCH-2023-0206,MH11-4264
2023-10-09,D-1158,OEM-TVS,Brake Pad Type A,380,BATCH-2024-0159,MH14-9973
2023-09-15,D-1037,OEM-TATA,Brake Pad Type A,362,BATCH-2024-0209,MH11-8223
2024-05-02,D-1215,OEM-MAHINDRA,Brake Pad Type B,401,BATCH-2024-0016,MH10-7819
2024-05-20,D-1012,OEM-HONDA,Clutch Plate,-150,BATCH-2024-0249,MH13-1399
2023-05-07,D-1111,OEM-TVS,Rotor Disc,451,BATCH-2023-0233,MH14-9837
2024-04-05,D-1223,OEM-SUZUKI,Rotor Disc,475,BATCH-2024-0072,MH10-5930
2024-05-03,D-1224,OEM-MAHINDRA,Brake Shoe,416,BATCH-2024-0009,MH10-3721
2024-01-13,D-1089,OEM-HERO,Brake Shoe,309,BATCH-2024-0188,MH11-7677
2023-04-11,D-1261,OEM-TATA,CV Joint,371,BATCH-2023-0143,MH11-9527
2024-04-05,D-1000,OEM-MAHINDRA,Brake Pad Type B,512,BATCH-2023-0171,MH11-7346
2023-08-26,D-1147,OEM-MAHINDRA,Brake Pad Type A,289,BATCH-2024-0081,MH12-8200
2024-03-30,D-1241,OEM-TATA,CV Joint,316,BATCH-2024-0047,MH14-4671
2023-05-10,D-1149,OEM-BAJAJ,CV Joint,416,BATCH-2023-0176,MH11-5550
2023-07-13,D-1056,OEM-TVS,Brake Shoe,563,BATCH-2023-0206,MH11-4264
2023-10-20,D-1288,OEM-SUZUKI,Rotor Disc,866,BATCH-SPIKE-0003,MH14-7711
2023-12-15,D-1159,OEM-HERO,Rotor Disc,214,BATCH-2023-0267,MH10-4010
2023-11-15,D-1216,OEM-BAJAJ,CV Joint,570,BATCH-2023-0171,MH13-5342
2023-09-03,D-1126,OEM-TVS,Rotor Disc, ,BATCH-2024-0253,MH14-2552
2023-02-03,D-1131,OEM-HONDA,Rotor Disc,464,BATCH-2023-0300,MH11-9178
2024-07-24,D-1069,OEM-BAJAJ,Clutch Plate,550,BATCH-2024-0278,MH12-5447
2023-04-03,D-1105,OEM-HONDA,CV Joint,592,BATCH-2024-0182,MH13-4308
2024-08-07,D-1239,OEM-TATA,Brake Pad Type A,383,BATCH-2023-0168,MH12-6849
2023-08-10,D-1002,OEM-BAJAJ,Brake Pad Type B,216,BATCH-2024-0244,MH14-1977
<script>alert('XSS')</script>,D-1163,OEM-HERO,Brake Shoe,576,BATCH-2024-0054,MH12-3842
2024-02-01,D-1001,OEM-MAHINDRA,Brake Shoe,568,BATCH-2023-0073,MH12-5418
2023-10-22,D-1156,OEM-SUZUKI,Brake Pad Type A,599,BATCH-QC03-9712,MH13-8718
2024-09-04,D-1146,OEM-HONDA,Brake Shoe,583,BATCH-2024-0262,MH11-7928
2023-07-24,D-1057,OEM-SUZUKI,Brake Shoe,348,BATCH-2023-0202,MH13-1691
2024-05-29,D-1122,OEM-TATA,Rotor Disc,545,BATCH-2024-0078,MH12-9138
2023-06-26,D-1240,OEM-MAHINDRA,../../etc/passwd,216,BATCH-2024-0281,MH10-6533
2024-11-05,D-1290,OEM-HONDA,Brake Pad Type A,1143,BATCH-SPIKE-0006,MH10-6060
2023-06-18,D-1027,OEM-SUZUKI,Brake Pad Type B,466,BATCH-QC03-9025,MH10-5803
2023-05-16,D-1108,OEM-HERO,Brake Shoe,361,BATCH-2023-0298,MH13-8250
2024-04-15,D-1051,OEM-SUZUKI,CV Joint,244,BATCH-2024-0083,MH13-7809
2024-04-12,D-1052,OEM-BAJAJ,Brake Pad Type B,572,BATCH-2024-0320,MH13-7786
2024-03-06,D-1142,OEM-BAJAJ,Rotor Disc,536,BATCH-2024-0210,MH10-7502
2024-02-22,D-1195,OEM-BAJAJ,CV Joint,254,BATCH-2024-0292,MH12-3519
2024-09-01,D-1065,OEM-TATA,Brake Pad Type B,363,"BATCH-2023-0001,BATCH-2023-0002,BATCH-2023-0003",MH11-6855
2024-04-29,D-1109,OEM-TATA,Brake Pad Type A,290,BATCH-2023-0203,MH12-3689
2024-04-29,D-1109,OEM-TATA,Brake Pad Type A,290,BATCH-2023-0203,MH12-3689
2024-10-11,D-1295,OEM-SUZUKI,CV Joint,1010,BATCH-SPIKE-0011,MH13-1737
2023-05-03,D-1218,OEM-HERO,CV Joint,209,BATCH-2024-0003,MH13-2911
2024-08-24,D-1008,OEM-TATA,Brake Shoe,222,BATCH-2023-0015,MH13-9261
<script>alert('XSS')</script>,D-1280,OEM-TATA,Rotor Disc,780,BATCH-SPIKE-0018,MH12-2945
2023-09-02,D-1021,OEM-BAJAJ,Clutch Plate,336,BATCH-2024-0184,MH13-5540
2023-07-26,D-1073,OEM-SUZUKI,CV Joint,514,BATCH-2023-0243,MH14-9717
2024-06-15,D-1085,OEM-TVS,Brake Pad Type A,250,BATCH-2024-0284,MH14-1229
2024-04-27,D-1033,OEM-BAJAJ,CV Joint,267,BATCH-2024-0320,MH12-3813
2023-06-12,D-1150,OEM-BAJAJ,Brake Shoe,566,BATCH-2023-0138,MH12-1345
2024-03-01,D-1045,oem-hero,Brake Pad Type B,428,BATCH-2024-0133,MH10-6347
2024-08-07,D-1239,OEM-TATA,Brake Pad Type A,383,BATCH-2023-0168,MH12-6849
2024-03-18,D-1173,OEM-MAHINDRA,Brake Shoe,274,BATCH-2023-0012,MH12-5289
2023-02-25,D-1189,OEM-HERO,Clutch Plate,563,BATCH-2023-0204,MH13-8499
2023-12-05,D-1121,OEM-HERO,CV Joint,399,BATCH-2024-0120,MH14-2601
2024-01-25,D-1088,OEM-HONDA,CV Joint,294,BATCH-2023-0167,MH10-3963
2023-08-11,D-1191,OEM-SUZUKI,Clutch Plate,292,{{7*7}},MH11-9335
2023-02-13,D-1196,OEM-TATA,Brake Shoe,562,BATCH-2023-0233,MH13-8439
2023-06-12,D-1150,OEM-BAJAJ,Brake Shoe,566,BATCH-2023-0138,MH12-1345
2023-08-11,D-1191,OEM-SUZUKI,Clutch Plate,292,BATCH-2024-0291,MH11-9335
2023-06-20,D-1225,OEM-HONDA,Rotor Disc,427,BATCH-2024-0179,MH13-1321
2024-03-01,D-1130,OEM-BAJAJ,CV Joint,463,BATCH-2023-0171,MH14-3958
2023-10-29,D-1003,OEM-MAHINDRA,Brake Pad Type A,438,BATCH-2024-0172,MH13-3804
2023-04-15,D-1055,OEM-TATA,Brake Shoe,527,BATCH-QC03-9957,MH12-7791
2024-02-14,D-1000,OEM-BAJAJ,Brake Pad Type A,345,BATCH-2024-0128,MH12-6047
2024-06-22,D-1064,OEM-HONDA,CV Joint,208,BATCH-2024-0294,MH12-3668
2023-11-30,D-1280,OEM-TATA,Rotor Disc,780,BATCH-SPIKE-0018,MH12-2945
2024-01-22,D-1124,OEM-HERO,Brake Pad Type B,454,BATCH-2023-0225,MH10-9779
2024-05-02,D-1215,OEM-MAHINDRA,Brake Pad Type B,401,BATCH-2024-0016,MH10-7819
2024-01-03,D-1260,OEM-SUZUKI,Rotor Disc,407,BATCH-2024-0270,MH11-5940
2023-08-19,D-1199,")gu@>dwqjwI{nlBo:XXs+Z,*N7Up/^yGFO#eEmHR3+z;YGF~_O#|H9i<""pKzq^fI/\UFyc	Q<QzwT6""""d6f#H,b""6q""N(/(&;oxKPn[\wc< y01e-OP3""
?V[\B']u 3L\3R	aa\i)dzxu	Ef
kZ56||0%yld55Fk./\X_X[*g"">@GP>WX<VgV$1rDEv3#IV$6\9$')\l&WQ!'?>~ sJD~ypo2XnS&f_y)'~sHpo_o,YfqhD!L#",Brake Pad Type A,529,BATCH-2024-0107,MH12-1909
2023-05-03,D-1218,OEM-HERO,CV Joint,209,BATCH-2024-0003,MH13-2911
2023-11-28,D-1138,OEM-HERO,Brake Shoe,486,BATCH-2023-0166,MH13-1606
2023-05-10,D-1149,OEM-BAJAJ,CV Joint,416,BATCH-2023-0176,MH11-5550
2023-08-30,D-1273,OEM-MAHINDRA,Rotor Disc,414,BATCH-2023-0119,MH12-7050
2024-11-02,D-1299,OEM-SUZUKI,Brake Pad Type A,778,BATCH-SPIKE-0010,MH13-3772
2024-09-20,D-1093,OEM-HONDA,Clutch Plate,551,BATCH-2023-0293,MH13-4700
2024-10-25,D-1293,OEM-SUZUKI,Brake Shoe,957,BATCH-SPIKE-0001,MH10-9713
2023-04-28,D-1238,OEM-SUZUKI,Brake Shoe,452,BATCH-2023-0115,MH11-4431
2024-05-02,D-1215,OEM-MAHINDRA,Brake Pad Type B,401,BATCH-2024-0016,MH10-7819
2023-08-20,D-1176,OEM-HONDA,Brake Shoe,562,BATCH-2024-0160,MH14-5198
2023-04-17,D-1206,OEM-SUZUKI,Brake Shoe,388,BATCH-2023-0219,MH11-8112
2023-08-22,D-1125,OEM-BAJAJ,Clutch Plate,224,BATCH-2023-0114,MH14-7586
2023-03-08,D-1227,OEM-BAJAJ,Brake Pad Type A,252,BATCH-2023-0223,MH13-7810
2023-06-28,D-1155,OEM-HERO,Rotor Disc,362,BATCH-2023-0168,MH13-1555
2024-10-11,D-1295,OEM-SUZUKI,CV Joint,1010,BATCH-SPIKE-0011,MH13-1737
2023-09-13,D-1270,OEM-MAHINDRA,Rotor Disc,499,BATCH-2023-0192,MH12-8443
2024-10-24,D-1294,OEM-TATA,Clutch Plate,1102,BATCH-SPIKE-0007,MH11-8278
2024-09-01,D-1065,OEM-TATA,Brake Pad Type B,363,"BATCH-2023-0001,BATCH-2023-0002,BATCH-2023-0003",MH11-6855
2024-03-06,D-1142,OEM-BAJAJ,Rotor Disc,536,BATCH-2024-0210,MH10-7502
2023-07-26,D-1073,OEM-SUZUKI,CV Joint,514,BATCH-2023-0243,MH14-9717
2024-03-01,D-1130,OEM-BAJAJ,CV Joint,463,BATCH-2023-0171,MH14-3958
2024-05-02,D-1167,OEM-MAHINDRA,Clutch Plate,559,BATCH-2023-0298,MH11-1815
2024-07-10,D-1251,OEM-HERO,Brake Pad Type B,270,BATCH-2023-0280,MH13-7773
2023-08-21,D-1132,OEM-HONDA,Rotor Disc,439,BATCH-2024-0102,MH14-8106
2024-03-12,D-1157,OEM-SUZUKI,Clutch Plate,567,BATCH-2024-0160,MH10-3627
2024-01-22,D-1124,OEM-HERO,Brake Pad Type B,454,BATCH-2023-0225,MH10-9779
2023-06-20,D-1225,OEM-HONDA,Rotor Disc,427,BATCH-2024-0179,MH13-1321
2024-09-15,D-1268,OEM-MAHINDRA,1/0,353,BATCH-2024-0107,MH14-3293
2023-07-21,D-1277,OEM-MAHINDRA,Rotor Disc,429,BATCH-2023-0132,MH12-8942
2024-03-27,D-1128,OEM-MAHINDRA,Clutch Plate,239,BATCH-2024-0231,MH12-9268
2023-05-29,D-1235,OEM-BAJAJ,Rotor Disc,564,BATCH-2023-0143,MH13-6902
2024-01-21,D-1070,OEM-TATA,CV Joint,496,BATCH-2024-0132,MH11-1211
2023-05-22,D-1060,OEM-HONDA,Rotor Disc,347,BATCH-2024-0155,MH11-9059
2024-10-24,D-1294,OEM-TATA,Clutch Plate,1102,BATCH-SPIKE-0007,MH11-8278
2024-09-26,D-1151,OEM-TATA,Rotor Disc,539,BATCH-2024-0278,MH10-4926
2023-10-16,D-1285,OEM-TVS,Clutch Plate,734,BATCH-SPIKE-0002,MH13-8883
2024-01-13,D-1089,OEM-HERO,Brake Shoe,309,BATCH-2024-0188,MH11-7677
2023-03-12,D-1017,OEM-TVS,Rotor Disc,386,BATCH-2023-0234,MH10-2818
2024-04-15,D-1205,OEM-HERO,Brake Shoe,337,BATCH-2023-0205,MH14-7931
2024-09-20,D-1093,OEM-HONDA,Clutch Plate,551,BATCH-2023-0293,MH13-4700
{{7*7}},D-1078,OEM-MAHINDRA,Brake Pad Type B,266,BATCH-2024-0031,MH13-2830
2023-12-08,D-1163,OEM-HERO,Brake Shoe,576,BATCH-2024-0054,MH12-3842
2023-07-13,D-1019,OEM-HONDA,CV Joint,560,BATCH-2024-0028,MH14-4354
2024-07-31,D-1140,OEM-MAHINDRA,Rotor Disc,221,BATCH-2023-0254,MH13-1326
2023-06-03,D-1091,OEM-HERO,Clutch Plate,560,BATCH-2024-0108,MH14-1665
2024-07-31,D-1140,OEM-MAHINDRA,Rotor Disc,221,BATCH-2023-0254,MH13-1326
2024-01-26,D-1169,OEM-MAHINDRA,CV Joint,260,BATCH-2024-0006,MH14-8129
2023-10-03,D-1154,OEM-BAJAJ,Brake Pad Type A,587,BATCH-2023-0092,MH12-4446
2023-06-13,D-1253,OEM-SUZUKI,Brake Pad Type A,567,BATCH-2024-0281,MH14-2140
2023-05-03,D-1218,OEM-HERO,CV Joint,209,BATCH-2024-0003,MH13-2911
2023-02-03,D-1131,OEM-HONDA,Rotor Disc,464,BATCH-2023-0300,MH11-9178
2023-07-13,D-1056,OEM-TVS,Brake Shoe,563,BATCH-2023-0206,MH11-4264
2023-06-03,D-1091,OEM-HERO,Clutch Plate,560,BATCH-2024-0108,MH14-1665
2023-08-11,D-1191,OEM-SUZUKI,Clutch Plate,292,BATCH-2024-0291,MH11-9335
2023-05-07,D-1111,OEM-TVS,Rotor Disc,451,BATCH-2023-0233,MH14-9837
2024-03-30,D-1184,OEM-BAJAJ,Clutch Plate,513,BATCH-2023-0288,MH12-9470
2024-02-22,D-1195,OEM-BAJAJ,CV Joint,"K,6ES	Ex.ni0<&8au*RMPC_)dR'k%:
 u-yZ*>/.AIa6CfFJ_C
1OPf k&21RVA>o#UVf<?Q
s
-!G+u}\%pJ$@F#q]^Y1Ev	Ip{IhW7fcsK3mEJy3/t!;EuCN'Z=Y]9u!Sc7'9GvyMNe0\eY4vro.|BcO(M&qhH0I^_I+{vcnU
;S4SCmB00?Vl?tN$fyrR-9MuaLM~Ep9AmOR?YBQ:q(KsaZ/BGxrpryw<~wF{JQ%w)-0#/L5ZG",BATCH-2024-0292,MH12-3519
2024-05-12,D-1236,OEM-SUZUKI,Brake Pad Type B,518,BATCH-2024-0080,MH12-2412
2023-09-01,D-1208,OEM-HONDA,Rotor Disc,565,BATCH-2024-0061,MH13-9638
2023-06-03,D-1091,OEM-HERO,Clutch Plate,560,BATCH-2024-0108,MH14-1665
2023-11-07,D-1067,OEM-BAJAJ,CV Joint,527,BATCH-QC03-9990,MH10-9419
2024-08-29,D-1031,OEM-BAJAJ,Rotor Disc,530,BATCH-2023-0273,MH12-8965
2024-02-05,D-1269,OEM-TVS,Rotor Disc,326,BATCH-2024-0041,MH12-9461
2023-12-15,D-1159,OEM-HERO,Rotor Disc,214,BATCH-2023-0267,MH10-4010
2024-09-01,D-1065,OEM-TATA,Brake Pad Type B,363,"BATCH-2023-0001,BATCH-2023-0002,BATCH-2023-0003",MH11-6855
2023-06-04,D-1071,OEM-TVS,Clutch Plate,390,BATCH-2024-0271,MH13-7750
2023-03-23,D-1118,OEM-SUZUKI,Clutch Plate,258,BATCH-2023-0125,MH11-1322
2023-09-01,D-1208,OEM-HONDA,Rotor Disc,565,BATCH-2024-0061,MH13-9638
2024-02-01,D-1001,OEM-MAHINDRA,Brake Shoe,568,BATCH-2023-0073,MH12-5418
2023-12-08,D-1163,OEM-HERO,Brake Shoe,576,BATCH-2024-0054,MH12-3842
2024-10-19,D-1161,OEM-BAJAJ,Clutch Plate,494,BATCH-2024-0033,MH10-3585
2024-01-22,D-1098,OEM-MAHINDRA,Clutch Plate,302,BATCH-2023-0214,MH13-3011
2024-09-13,D-1164,OEM-SUZUKI,Clutch Plate,344,BATCH-2023-0075,MH10-7791
2024-02-23,D-1097,OEM-HERO,Rotor Disc,502,BATCH-2024-0041,MH11-2060
2023-10-26,D-1047,OEM-MAHINDRA,Brake Pad Type A,242,BATCH-2023-0196,MH13-2431
2023-12-05,D-1121,OEM-HERO,CV Joint,399,BATCH-2024-0120,MH14-2601
2023-09-26,D-1211,OEM-TVS,Brake Shoe,351,BATCH-2023-0206,MH10-2253
2024-02-22,D-1195,OEM-BAJAJ,CV Joint,254,BATCH-2024-0292,MH12-3519
2023-08-01,D-1068,OEM-SUZUKI,Rotor Disc,293,BATCH-2023-0267,MH10-3738
2023-08-01,D-1068,OEM-SUZUKI,Rotor Disc,293,BATCH-2023-0267,MH10-3738
2023-06-26,D-1240,OEM-MAHINDRA,CV Joint,216,BATCH-2024-0281,MH10-6533
2024-04-27,D-1025,OEM-TATA,Brake Pad Type A,400,BATCH-2024-0320,MH11-5724
2023-11-07,D-1067,OEM-BAJAJ,CV Joint,527,BATCH-QC03-9990,MH10-9419
2023-04-14,D-1221,OEM-MAHINDRA,Brake Pad Type B,207,BATCH-2024-0072,MH10-1260
2023-03-23,D-1118,OEM-SUZUKI,Clutch Plate,258,BATCH-2023-0125,MH11-1322
2024-10-22,D-1256,OEM-HONDA,Rotor Disc,466,BATCH-2023-0113,MH13-7586
2023-12-01,D-1185,OEM-HERO,Brake Pad Type B,361,BATCH-2024-0260,MH13-3478
2024-05-27,D-1242,OEM-BAJAJ,Clutch Plate,381,BATCH-2024-0268,MH10-5382
2023-07-26,D-1222,OEM-SUZUKI,Brake Pad Type A,307,BATCH-2023-0178,MH11-4961
2024-10-19,D-1197,OEM-BAJAJ,CV Joint,536,BATCH-2024-0003,MH12-1718
2023-08-01,D-1068,OEM-SUZUKI,Rotor Disc,293,BATCH-2023-0267,MH10-3738
2024-09-12,D-1127,OEM-BAJAJ,Clutch Plate,234,BATCH-2023-0206,MH14-8786
